station,valid,tmpf
MDQ,2006-01-13 08:19,50.00
3A1,2006-01-13 08:20,51.80
ALX,2006-01-13 08:20,53.60
OZR,2006-01-13 08:23,60.80
DHN,2006-01-13 08:24,59.00
DHN,2006-01-13 08:30,59.00
AUO,2006-01-13 08:35,53.60
3A1,2006-01-13 08:40,51.80
MSL,2006-01-13 08:53,53.96
ANB,2006-01-13 08:53,60.98
MGM,2006-01-13 08:53,62.96
DHN,2006-01-13 08:53,60.98
HSV,2006-01-13 08:53,50.00
TCL,2006-01-13 08:53,57.02
BHM,2006-01-13 08:53,53.96
OZR,2006-01-13 08:55,60.80
AUO,2006-01-13 08:55,53.60
MOB,2006-01-13 08:56,68.00
MDQ,2006-01-13 08:59,50.00
ALX,2006-01-13 09:00,53.60
3A1,2006-01-13 09:00,51.80
OZR,2006-01-13 09:05,60.80
ANB,2006-01-13 09:05,60.80
ANB,2006-01-13 09:13,60.80
AUO,2006-01-13 09:15,53.60
MDQ,2006-01-13 09:19,50.00
AUO,2006-01-13 09:35,53.60
ANB,2006-01-13 09:45,60.80
HSV,2006-01-13 09:48,51.08
TCL,2006-01-13 09:53,57.02
MGM,2006-01-13 09:53,62.96
DHN,2006-01-13 09:53,66.02
ANB,2006-01-13 09:53,60.08
MSL,2006-01-13 09:53,55.04
BHM,2006-01-13 09:53,51.98
OZR,2006-01-13 09:55,62.60
AUO,2006-01-13 09:55,55.40
MOB,2006-01-13 09:56,64.94
MDQ,2006-01-13 09:59,50.00
ALX,2006-01-13 10:00,55.40
3A1,2006-01-13 10:00,51.80
OZR,2006-01-13 10:08,62.60
AUO,2006-01-13 10:15,55.40
ANB,2006-01-13 10:16,57.20
ALX,2006-01-13 10:20,57.20
3A1,2006-01-13 10:20,51.80
ANB,2006-01-13 10:30,55.40
AUO,2006-01-13 10:35,55.40
OZR,2006-01-13 10:37,66.20
MDQ,2006-01-13 10:39,51.80
ANB,2006-01-13 10:40,53.60
ALX,2006-01-13 10:40,57.20
ANB,2006-01-13 10:45,53.60
OZR,2006-01-13 10:50,66.20
HSV,2006-01-13 10:53,51.98
TCL,2006-01-13 10:53,59.00
ANB,2006-01-13 10:53,51.98
MGM,2006-01-13 10:53,64.04
MSL,2006-01-13 10:53,50.00
DHN,2006-01-13 10:53,68.00
BHM,2006-01-13 10:53,53.06
AUO,2006-01-13 10:55,57.20
OZR,2006-01-13 10:55,66.20
MOB,2006-01-13 10:56,64.04
MDQ,2006-01-13 10:59,51.80
ALX,2006-01-13 11:00,57.20
ANB,2006-01-13 11:00,51.80
3A1,2006-01-13 11:00,51.80
ANB,2006-01-13 11:05,51.80
ANB,2006-01-13 11:08,51.80
AUO,2006-01-13 11:15,57.20
OZR,2006-01-13 11:18,66.20
MDQ,2006-01-13 11:19,51.80
3A1,2006-01-13 11:20,53.60
DHN,2006-01-13 11:20,68.00
ALX,2006-01-13 11:20,59.00
ANB,2006-01-13 11:24,51.80
DHN,2006-01-13 11:33,68.00
AUO,2006-01-13 11:35,59.00
MDQ,2006-01-13 11:39,53.60
ANB,2006-01-13 11:41,51.80
OZR,2006-01-13 11:49,66.20
ANB,2006-01-13 11:53,51.98
TCL,2006-01-13 11:53,57.02
HSV,2006-01-13 11:53,53.96
BHM,2006-01-13 11:53,57.02
MGM,2006-01-13 11:53,62.06
MSL,2006-01-13 11:53,48.02
DHN,2006-01-13 11:53,66.92
OZR,2006-01-13 11:55,66.20
AUO,2006-01-13 11:55,59.00
MOB,2006-01-13 11:56,66.92
MDQ,2006-01-13 11:59,53.60
3A1,2006-01-13 12:00,53.60
ALX,2006-01-13 12:00,57.20
ANB,2006-01-13 12:09,51.80
AUO,2006-01-13 12:15,59.00
MDQ,2006-01-13 12:19,53.60
ALX,2006-01-13 12:20,59.00
3A1,2006-01-13 12:20,51.80
OZR,2006-01-13 12:21,64.40
ANB,2006-01-13 12:28,53.60
DHN,2006-01-13 12:32,64.40
OZR,2006-01-13 12:34,66.20
AUO,2006-01-13 12:35,60.80
DHN,2006-01-13 12:38,64.40
MDQ,2006-01-13 12:39,48.20
ANB,2006-01-13 12:43,53.60
OZR,2006-01-13 12:43,66.20
OZR,2006-01-13 12:49,66.20
TCL,2006-01-13 12:53,53.06
BHM,2006-01-13 12:53,53.96
DHN,2006-01-13 12:53,64.94
MSL,2006-01-13 12:53,46.94
ANB,2006-01-13 12:53,53.96
MGM,2006-01-13 12:53,62.06
HSV,2006-01-13 12:53,48.92
OZR,2006-01-13 12:55,66.20
AUO,2006-01-13 12:55,60.80
MOB,2006-01-13 12:56,66.02
DHN,2006-01-13 12:58,66.20
MDQ,2006-01-13 12:59,48.20
ALX,2006-01-13 13:00,60.80
3A1,2006-01-13 13:00,51.80
ANB,2006-01-13 13:04,55.40
DHN,2006-01-13 13:09,66.20
AUO,2006-01-13 13:15,62.60
MDQ,2006-01-13 13:19,48.20
3A1,2006-01-13 13:20,50.00
ALX,2006-01-13 13:20,60.80
ANB,2006-01-13 13:33,55.40
AUO,2006-01-13 13:35,60.80
MDQ,2006-01-13 13:39,48.20
MSL,2006-01-13 13:53,46.94
BHM,2006-01-13 13:53,51.08
ANB,2006-01-13 13:53,57.92
TCL,2006-01-13 13:53,51.98
DHN,2006-01-13 13:53,69.08
HSV,2006-01-13 13:53,46.94
MGM,2006-01-13 13:53,62.96
OZR,2006-01-13 13:55,66.20
AUO,2006-01-13 13:55,62.60
MOB,2006-01-13 13:56,64.04
MDQ,2006-01-13 13:59,46.40
ALX,2006-01-13 14:00,59.00
3A1,2006-01-13 14:00,46.40
ANB,2006-01-13 14:06,55.40
MDQ,2006-01-13 14:19,46.40
3A1,2006-01-13 14:20,46.40
ALX,2006-01-13 14:20,59.00
AUO,2006-01-13 14:35,62.60
MDQ,2006-01-13 14:39,44.60
3A1,2006-01-13 14:40,46.40
ALX,2006-01-13 14:40,57.20
BHM,2006-01-13 14:53,48.92
ANB,2006-01-13 14:53,53.96
HSV,2006-01-13 14:53,46.94
MGM,2006-01-13 14:53,57.92
MSL,2006-01-13 14:53,44.06
TCL,2006-01-13 14:53,51.08
DHN,2006-01-13 14:53,68.00
OZR,2006-01-13 14:55,68.00
AUO,2006-01-13 14:55,60.80
MOB,2006-01-13 14:56,62.06
MDQ,2006-01-13 14:59,44.60
3A1,2006-01-13 15:00,46.40
ALX,2006-01-13 15:00,55.40
AUO,2006-01-13 15:15,60.80
MDQ,2006-01-13 15:19,44.60
3A1,2006-01-13 15:20,46.40
ALX,2006-01-13 15:20,53.60
AUO,2006-01-13 15:35,57.20
MDQ,2006-01-13 15:39,42.80
3A1,2006-01-13 15:40,44.60
ALX,2006-01-13 15:40,51.80
MGM,2006-01-13 15:53,53.96
TCL,2006-01-13 15:53,48.92
HSV,2006-01-13 15:53,42.98
MSL,2006-01-13 15:53,42.98
DHN,2006-01-13 15:53,66.92
ANB,2006-01-13 15:53,51.08
BHM,2006-01-13 15:53,48.02
AUO,2006-01-13 15:55,55.40
OZR,2006-01-13 15:55,66.20
MOB,2006-01-13 15:56,60.08
MDQ,2006-01-13 15:59,42.80
3A1,2006-01-13 16:00,44.60
ALX,2006-01-13 16:00,51.80
AUO,2006-01-13 16:15,53.60
ALX,2006-01-13 16:20,51.80
3A1,2006-01-13 16:20,44.60
AUO,2006-01-13 16:35,51.80
MSL,2006-01-13 16:53,42.08
MGM,2006-01-13 16:53,51.98
ANB,2006-01-13 16:53,48.92
BHM,2006-01-13 16:53,46.94
TCL,2006-01-13 16:53,46.94
DHN,2006-01-13 16:53,60.08
HSV,2006-01-13 16:53,42.08
AUO,2006-01-13 16:55,51.80
MOB,2006-01-13 16:56,57.92
OZR,2006-01-13 16:57,59.00
MDQ,2006-01-13 16:59,41.00
ALX,2006-01-13 17:00,51.80
3A1,2006-01-13 17:00,42.80
AUO,2006-01-13 17:15,51.80
MDQ,2006-01-13 17:19,41.00
3A1,2006-01-13 17:20,41.00
ALX,2006-01-13 17:20,50.00
AUO,2006-01-13 17:35,50.00
MDQ,2006-01-13 17:39,41.00
MSL,2006-01-13 17:53,39.02
BHM,2006-01-13 17:53,42.98
HSV,2006-01-13 17:53,39.92
TCL,2006-01-13 17:53,46.94
DHN,2006-01-13 17:53,55.94
MGM,2006-01-13 17:53,50.00
AUO,2006-01-13 17:55,48.20
OZR,2006-01-13 17:56,55.40
MOB,2006-01-13 17:56,55.94
MDQ,2006-01-13 17:59,37.40
3A1,2006-01-13 18:00,41.00
ALX,2006-01-13 18:00,48.20
AUO,2006-01-13 18:15,48.20
MDQ,2006-01-13 18:19,37.40
3A1,2006-01-13 18:20,39.20
ALX,2006-01-13 18:20,48.20
AUO,2006-01-13 18:35,48.20
MDQ,2006-01-13 18:39,37.40
BHM,2006-01-13 18:53,42.08
HSV,2006-01-13 18:53,39.02
ANB,2006-01-13 18:53,44.96
MSL,2006-01-13 18:53,39.92
DHN,2006-01-13 18:53,51.98
MGM,2006-01-13 18:53,46.94
TCL,2006-01-13 18:53,44.06
OZR,2006-01-13 18:55,53.60
AUO,2006-01-13 18:55,48.20
MOB,2006-01-13 18:56,53.06
MDQ,2006-01-13 18:59,37.40
ALX,2006-01-13 19:00,46.40
3A1,2006-01-13 19:00,41.00
AUO,2006-01-13 19:15,46.40
MDQ,2006-01-13 19:19,37.40
ALX,2006-01-13 19:20,46.40
3A1,2006-01-13 19:20,41.00
AUO,2006-01-13 19:35,44.60
HSV,2006-01-13 19:53,39.02
MSL,2006-01-13 19:53,39.92
DHN,2006-01-13 19:53,50.00
MGM,2006-01-13 19:53,46.94
BHM,2006-01-13 19:53,39.92
TCL,2006-01-13 19:53,44.96
ANB,2006-01-13 19:53,42.98
AUO,2006-01-13 19:55,44.60
OZR,2006-01-13 19:55,51.80
MOB,2006-01-13 19:56,51.98
MDQ,2006-01-13 19:59,37.40
ALX,2006-01-13 20:00,46.40
3A1,2006-01-13 20:00,37.40
AUO,2006-01-13 20:15,44.60
MDQ,2006-01-13 20:19,37.40
3A1,2006-01-13 20:20,37.40
ALX,2006-01-13 20:20,46.40
AUO,2006-01-13 20:35,44.60
MDQ,2006-01-13 20:39,37.40
ALX,2006-01-13 20:40,44.60
ANB,2006-01-13 20:40,42.80
BHM,2006-01-13 20:53,39.92
TCL,2006-01-13 20:53,44.96
DHN,2006-01-13 20:53,48.92
ANB,2006-01-13 20:53,42.98
HSV,2006-01-13 20:53,39.02
MSL,2006-01-13 20:53,39.92
MGM,2006-01-13 20:53,44.96
AUO,2006-01-13 20:55,44.60
OZR,2006-01-13 20:55,50.00
MOB,2006-01-13 20:56,51.08
MDQ,2006-01-13 20:59,37.40
3A1,2006-01-13 21:00,37.40
ALX,2006-01-13 21:00,44.60
AUO,2006-01-13 21:15,42.80
MDQ,2006-01-13 21:19,37.40
3A1,2006-01-13 21:20,37.40
ALX,2006-01-13 21:20,44.60
AUO,2006-01-13 21:35,42.80
MDQ,2006-01-13 21:39,37.40
3A1,2006-01-13 21:40,37.40
BHM,2006-01-13 21:53,39.92
HSV,2006-01-13 21:53,37.94
MSL,2006-01-13 21:53,39.02
TCL,2006-01-13 21:53,44.06
MGM,2006-01-13 21:53,44.96
ANB,2006-01-13 21:53,39.92
AUO,2006-01-13 21:55,42.80
MOB,2006-01-13 21:56,50.00
MDQ,2006-01-13 21:59,37.40
ALX,2006-01-13 22:00,42.80
3A1,2006-01-13 22:00,37.40
AUO,2006-01-13 22:15,42.80
MDQ,2006-01-13 22:19,35.60
3A1,2006-01-13 22:20,37.40
ALX,2006-01-13 22:20,42.80
AUO,2006-01-13 22:35,41.00
MDQ,2006-01-13 22:39,35.60
3A1,2006-01-13 22:40,37.40
ALX,2006-01-13 22:40,42.80
MGM,2006-01-13 22:53,44.96
ANB,2006-01-13 22:53,39.92
DHN,2006-01-13 22:53,46.04
TCL,2006-01-13 22:53,42.08
HSV,2006-01-13 22:53,37.94
BHM,2006-01-13 22:53,39.92
MSL,2006-01-13 22:53,39.02
AUO,2006-01-13 22:55,41.00
OZR,2006-01-13 22:55,46.40
MOB,2006-01-13 22:56,48.92
MDQ,2006-01-13 22:59,35.60
3A1,2006-01-13 23:00,37.40
ALX,2006-01-13 23:00,42.80
AUO,2006-01-13 23:15,39.20
3A1,2006-01-13 23:20,37.40
ALX,2006-01-13 23:20,41.00
AUO,2006-01-13 23:35,41.00
ANB,2006-01-13 23:38,39.20
MDQ,2006-01-13 23:39,35.60
ALX,2006-01-13 23:40,41.00
MGM,2006-01-13 23:53,44.06
BHM,2006-01-13 23:53,39.92
MSL,2006-01-13 23:53,39.02
DHN,2006-01-13 23:53,44.06
ANB,2006-01-13 23:53,39.92
HSV,2006-01-13 23:53,37.04
TCL,2006-01-13 23:53,41.00
AUO,2006-01-13 23:55,41.00
MOB,2006-01-13 23:56,46.04
MDQ,2006-01-13 23:59,35.60
3A1,2006-01-14 00:00,37.40
ALX,2006-01-14 00:00,41.00
ANB,2006-01-14 00:01,39.20
AUO,2006-01-14 00:15,39.20
MDQ,2006-01-14 00:19,35.60
ANB,2006-01-14 00:28,39.20
AUO,2006-01-14 00:35,
MDQ,2006-01-14 00:39,35.60
ALX,2006-01-14 00:40,41.00
3A1,2006-01-14 00:40,37.40
DHN,2006-01-14 00:53,44.96
BHM,2006-01-14 00:53,39.02
HSV,2006-01-14 00:53,37.04
TCL,2006-01-14 00:53,39.02
MGM,2006-01-14 00:53,42.08
MSL,2006-01-14 00:53,39.02
ANB,2006-01-14 00:53,39.92
OZR,2006-01-14 00:55,46.40
AUO,2006-01-14 00:55,
MOB,2006-01-14 00:56,44.06
MDQ,2006-01-14 00:59,35.60
ALX,2006-01-14 01:00,41.00
3A1,2006-01-14 01:00,37.40
AUO,2006-01-14 01:15,
3A1,2006-01-14 01:20,37.40
ALX,2006-01-14 01:20,41.00
MDQ,2006-01-14 01:39,35.60
DHN,2006-01-14 01:53,44.96
HSV,2006-01-14 01:53,37.04
BHM,2006-01-14 01:53,37.94
ANB,2006-01-14 01:53,39.92
MGM,2006-01-14 01:53,39.92
TCL,2006-01-14 01:53,37.94
MSL,2006-01-14 01:53,39.02
AUO,2006-01-14 01:55,39.20
OZR,2006-01-14 01:55,44.60
MOB,2006-01-14 01:56,44.06
MDQ,2006-01-14 01:59,35.60
3A1,2006-01-14 02:00,37.40
ALX,2006-01-14 02:00,41.00
AUO,2006-01-14 02:15,39.20
MDQ,2006-01-14 02:19,35.60
ALX,2006-01-14 02:20,39.20
3A1,2006-01-14 02:20,37.40
AUO,2006-01-14 02:35,39.20
MDQ,2006-01-14 02:39,35.60
ALX,2006-01-14 02:40,39.20
3A1,2006-01-14 02:40,37.40
ANB,2006-01-14 02:53,39.02
MGM,2006-01-14 02:53,39.02
HSV,2006-01-14 02:53,37.04
DHN,2006-01-14 02:53,42.08
MSL,2006-01-14 02:53,37.94
BHM,2006-01-14 02:53,37.04
TCL,2006-01-14 02:53,37.04
AUO,2006-01-14 02:55,39.20
OZR,2006-01-14 02:55,41.00
MOB,2006-01-14 02:56,44.06
MDQ,2006-01-14 02:59,35.60
ALX,2006-01-14 03:00,37.40
3A1,2006-01-14 03:00,37.40
AUO,2006-01-14 03:15,39.20
MDQ,2006-01-14 03:19,35.60
ALX,2006-01-14 03:20,37.40
3A1,2006-01-14 03:20,37.40
AUO,2006-01-14 03:35,37.40
TCL,2006-01-14 03:53,37.04
HSV,2006-01-14 03:53,37.04
MSL,2006-01-14 03:53,37.04
ANB,2006-01-14 03:53,39.02
BHM,2006-01-14 03:53,37.04
MGM,2006-01-14 03:53,37.94
DHN,2006-01-14 03:53,39.92
AUO,2006-01-14 03:55,37.40
OZR,2006-01-14 03:55,41.00
MOB,2006-01-14 03:56,42.98
MDQ,2006-01-14 03:59,35.60
ALX,2006-01-14 04:00,37.40
3A1,2006-01-14 04:00,37.40
AUO,2006-01-14 04:15,37.40
MDQ,2006-01-14 04:19,35.60
ALX,2006-01-14 04:20,37.40
3A1,2006-01-14 04:20,37.40
AUO,2006-01-14 04:35,37.40
TCL,2006-01-14 04:53,35.96
DHN,2006-01-14 04:53,39.02
HSV,2006-01-14 04:53,37.04
MGM,2006-01-14 04:53,37.04
BHM,2006-01-14 04:53,35.96
MSL,2006-01-14 04:53,33.98
ANB,2006-01-14 04:53,39.02
AUO,2006-01-14 04:55,37.40
MOB,2006-01-14 04:56,42.08
3A1,2006-01-14 05:00,35.60
ALX,2006-01-14 05:00,37.40
MDQ,2006-01-14 05:00,35.60
AUO,2006-01-14 05:15,37.40
ALX,2006-01-14 05:20,37.40
3A1,2006-01-14 05:20,35.60
AUO,2006-01-14 05:35,37.40
3A1,2006-01-14 05:40,35.60
ALX,2006-01-14 05:40,37.40
DHN,2006-01-14 05:53,37.94
MGM,2006-01-14 05:53,37.04
BHM,2006-01-14 05:53,35.06
TCL,2006-01-14 05:53,35.06
MSL,2006-01-14 05:53,33.08
HSV,2006-01-14 05:53,33.98
AUO,2006-01-14 05:55,35.60
MOB,2006-01-14 05:56,39.92
MDQ,2006-01-14 05:59,33.80
ALX,2006-01-14 06:00,37.40
3A1,2006-01-14 06:00,35.60
AUO,2006-01-14 06:15,35.60
MDQ,2006-01-14 06:19,33.80
ALX,2006-01-14 06:20,35.60
3A1,2006-01-14 06:20,33.80
AUO,2006-01-14 06:35,35.60
ANB,2006-01-14 06:53,39.02
MSL,2006-01-14 06:53,32.00
BHM,2006-01-14 06:53,33.98
DHN,2006-01-14 06:53,37.94
HSV,2006-01-14 06:53,33.08
TCL,2006-01-14 06:53,35.06
MGM,2006-01-14 06:53,35.96
OZR,2006-01-14 06:55,37.40
AUO,2006-01-14 06:55,35.60
MOB,2006-01-14 06:56,39.92
MDQ,2006-01-14 06:59,33.80
3A1,2006-01-14 07:00,32.00
ALX,2006-01-14 07:00,33.80
AUO,2006-01-14 07:15,35.60
ALX,2006-01-14 07:20,35.60
3A1,2006-01-14 07:20,32.00
AUO,2006-01-14 07:35,35.60
DHN,2006-01-14 07:53,39.02
HSV,2006-01-14 07:53,33.08
TCL,2006-01-14 07:53,35.96
MSL,2006-01-14 07:53,32.00
BHM,2006-01-14 07:53,33.08
ANB,2006-01-14 07:53,37.94
MGM,2006-01-14 07:53,37.94
AUO,2006-01-14 07:55,37.40
OZR,2006-01-14 07:55,39.20
MOB,2006-01-14 07:56,42.08
MDQ,2006-01-14 07:59,32.00
ALX,2006-01-14 08:00,37.40
3A1,2006-01-14 08:00,32.00
AUO,2006-01-14 08:15,37.40
MDQ,2006-01-14 08:19,32.00
3A1,2006-01-14 08:20,32.00
ALX,2006-01-14 08:20,37.40
AUO,2006-01-14 08:35,37.40
DHN,2006-01-14 08:53,42.08
HSV,2006-01-14 08:53,33.08
ANB,2006-01-14 08:53,39.02
BHM,2006-01-14 08:53,35.06
TCL,2006-01-14 08:53,37.94
MGM,2006-01-14 08:53,39.92
MSL,2006-01-14 08:53,33.98
AUO,2006-01-14 08:55,37.40
OZR,2006-01-14 08:55,41.00
MOB,2006-01-14 08:56,44.06
MDQ,2006-01-14 08:59,33.80
3A1,2006-01-14 09:00,32.00
ALX,2006-01-14 09:00,37.40
AUO,2006-01-14 09:15,39.20
MDQ,2006-01-14 09:19,33.80
ALX,2006-01-14 09:20,37.40
3A1,2006-01-14 09:20,32.00
AUO,2006-01-14 09:35,39.20
ANB,2006-01-14 09:53,37.04
HSV,2006-01-14 09:53,33.98
BHM,2006-01-14 09:53,35.06
DHN,2006-01-14 09:53,44.06
MGM,2006-01-14 09:53,42.98
MSL,2006-01-14 09:53,35.96
TCL,2006-01-14 09:53,41.00
OZR,2006-01-14 09:55,42.80
AUO,2006-01-14 09:55,41.00
MOB,2006-01-14 09:56,48.02
MDQ,2006-01-14 09:59,35.60
3A1,2006-01-14 10:00,35.60
ALX,2006-01-14 10:00,39.20
AUO,2006-01-14 10:15,41.00
MDQ,2006-01-14 10:19,33.80
ALX,2006-01-14 10:20,39.20
3A1,2006-01-14 10:20,37.40
MDQ,2006-01-14 10:39,35.60
3A1,2006-01-14 10:40,37.40
MSL,2006-01-14 10:53,37.94
TCL,2006-01-14 10:53,42.98
ANB,2006-01-14 10:53,37.04
DHN,2006-01-14 10:53,48.02
MGM,2006-01-14 10:53,46.04
HSV,2006-01-14 10:53,35.96
BHM,2006-01-14 10:53,37.94
OZR,2006-01-14 10:55,46.40
AUO,2006-01-14 10:55,42.80
MOB,2006-01-14 10:56,51.08
MDQ,2006-01-14 10:59,35.60
3A1,2006-01-14 11:00,37.40
ALX,2006-01-14 11:00,39.20
AUO,2006-01-14 11:15,42.80
MDQ,2006-01-14 11:19,35.60
3A1,2006-01-14 11:20,37.40
ALX,2006-01-14 11:20,41.00
AUO,2006-01-14 11:35,42.80
MDQ,2006-01-14 11:39,35.60
BHM,2006-01-14 11:53,39.92
MSL,2006-01-14 11:53,41.00
ANB,2006-01-14 11:53,39.92
TCL,2006-01-14 11:53,44.96
MGM,2006-01-14 11:53,48.02
HSV,2006-01-14 11:53,37.04
DHN,2006-01-14 11:53,51.08
OZR,2006-01-14 11:55,51.80
AUO,2006-01-14 11:55,42.80
MOB,2006-01-14 11:56,53.96
MDQ,2006-01-14 11:59,35.60
ALX,2006-01-14 12:00,41.00
3A1,2006-01-14 12:00,39.20
AUO,2006-01-14 12:15,42.80
MDQ,2006-01-14 12:19,35.60
ALX,2006-01-14 12:20,41.00
3A1,2006-01-14 12:20,41.00
AUO,2006-01-14 12:35,42.80
MDQ,2006-01-14 12:39,37.40
MGM,2006-01-14 12:53,48.92
HSV,2006-01-14 12:53,37.94
DHN,2006-01-14 12:53,51.98
TCL,2006-01-14 12:53,46.94
ANB,2006-01-14 12:53,41.00
BHM,2006-01-14 12:53,42.98
MSL,2006-01-14 12:53,42.98
AUO,2006-01-14 12:55,44.60
OZR,2006-01-14 12:55,53.60
MOB,2006-01-14 12:56,55.94
MDQ,2006-01-14 12:59,35.60
3A1,2006-01-14 13:00,41.00
ALX,2006-01-14 13:00,42.80
AUO,2006-01-14 13:15,44.60
MDQ,2006-01-14 13:19,37.40
3A1,2006-01-14 13:20,41.00
ALX,2006-01-14 13:20,44.60
AUO,2006-01-14 13:35,44.60
3A1,2006-01-14 13:40,41.00
ALX,2006-01-14 13:40,44.60
BHM,2006-01-14 13:53,44.06
TCL,2006-01-14 13:53,48.02
MSL,2006-01-14 13:53,44.06
ANB,2006-01-14 13:53,42.08
DHN,2006-01-14 13:53,51.98
MGM,2006-01-14 13:53,50.00
HSV,2006-01-14 13:53,39.92
AUO,2006-01-14 13:55,44.60
OZR,2006-01-14 13:55,53.60
MOB,2006-01-14 13:56,57.92
MDQ,2006-01-14 13:59,37.40
3A1,2006-01-14 14:00,41.00
ALX,2006-01-14 14:00,44.60
AUO,2006-01-14 14:15,44.60
MDQ,2006-01-14 14:19,39.20
3A1,2006-01-14 14:20,41.00
ALX,2006-01-14 14:20,46.40
AUO,2006-01-14 14:35,44.60
MDQ,2006-01-14 14:39,39.20
ALX,2006-01-14 14:40,46.40
3A1,2006-01-14 14:40,41.00
HSV,2006-01-14 14:53,41.00
BHM,2006-01-14 14:53,44.96
MGM,2006-01-14 14:53,50.00
TCL,2006-01-14 14:53,50.00
MSL,2006-01-14 14:53,44.96
DHN,2006-01-14 14:53,51.98
ANB,2006-01-14 14:53,42.98
AUO,2006-01-14 14:55,44.60
OZR,2006-01-14 14:55,51.80
MOB,2006-01-14 14:56,59.00
MDQ,2006-01-14 14:59,39.20
ALX,2006-01-14 15:00,46.40
3A1,2006-01-14 15:00,41.00
AUO,2006-01-14 15:15,44.60
MDQ,2006-01-14 15:19,39.20
3A1,2006-01-14 15:20,41.00
ALX,2006-01-14 15:20,46.40
AUO,2006-01-14 15:35,44.60
3A1,2006-01-14 15:40,41.00
ALX,2006-01-14 15:40,46.40
TCL,2006-01-14 15:53,48.92
MSL,2006-01-14 15:53,44.96
HSV,2006-01-14 15:53,41.00
ANB,2006-01-14 15:53,42.08
BHM,2006-01-14 15:53,44.96
DHN,2006-01-14 15:53,50.00
MGM,2006-01-14 15:53,48.92
AUO,2006-01-14 15:55,44.60
MOB,2006-01-14 15:56,57.92
OZR,2006-01-14 15:57,51.80
MDQ,2006-01-14 15:59,39.20
ALX,2006-01-14 16:00,46.40
3A1,2006-01-14 16:00,41.00
AUO,2006-01-14 16:15,42.80
MDQ,2006-01-14 16:19,37.40
ALX,2006-01-14 16:20,44.60
3A1,2006-01-14 16:20,41.00
AUO,2006-01-14 16:35,42.80
HSV,2006-01-14 16:53,39.02
TCL,2006-01-14 16:53,46.94
BHM,2006-01-14 16:53,42.08
MGM,2006-01-14 16:53,46.04
ANB,2006-01-14 16:53,39.92
DHN,2006-01-14 16:53,46.94
MSL,2006-01-14 16:53,42.98
AUO,2006-01-14 16:55,41.00
OZR,2006-01-14 16:55,48.20
MOB,2006-01-14 16:56,55.04
MDQ,2006-01-14 16:59,35.60
3A1,2006-01-14 17:00,37.40
ALX,2006-01-14 17:00,42.80
AUO,2006-01-14 17:15,41.00
MDQ,2006-01-14 17:19,33.80
3A1,2006-01-14 17:20,37.40
ALX,2006-01-14 17:20,41.00
ALX,2006-01-14 17:40,41.00
3A1,2006-01-14 17:40,37.40
ANB,2006-01-14 17:53,37.94
MGM,2006-01-14 17:53,42.98
MSL,2006-01-14 17:53,41.00
DHN,2006-01-14 17:53,44.96
TCL,2006-01-14 17:53,44.06
BHM,2006-01-14 17:53,37.94
HSV,2006-01-14 17:53,35.96
AUO,2006-01-14 17:55,39.20
OZR,2006-01-14 17:55,46.40
MOB,2006-01-14 17:56,50.00
MDQ,2006-01-14 17:59,33.80
3A1,2006-01-14 18:00,37.40
ALX,2006-01-14 18:00,41.00
AUO,2006-01-14 18:15,39.20
MDQ,2006-01-14 18:19,32.00
3A1,2006-01-14 18:20,35.60
ALX,2006-01-14 18:20,39.20
AUO,2006-01-14 18:35,37.40
MDQ,2006-01-14 18:39,30.20
ALX,2006-01-14 18:40,39.20
3A1,2006-01-14 18:40,33.80
HSV,2006-01-14 18:53,35.06
MSL,2006-01-14 18:53,37.04
TCL,2006-01-14 18:53,42.08
BHM,2006-01-14 18:53,37.04
DHN,2006-01-14 18:53,42.98
MGM,2006-01-14 18:53,39.92
ANB,2006-01-14 18:53,37.04
AUO,2006-01-14 18:55,37.40
OZR,2006-01-14 18:55,42.80
MOB,2006-01-14 18:56,46.94
MDQ,2006-01-14 18:59,32.00
ALX,2006-01-14 19:00,37.40
3A1,2006-01-14 19:00,32.00
AUO,2006-01-14 19:15,37.40
MDQ,2006-01-14 19:19,32.00
ALX,2006-01-14 19:20,37.40
3A1,2006-01-14 19:20,32.00
DHN,2006-01-14 19:53,42.08
TCL,2006-01-14 19:53,39.92
MGM,2006-01-14 19:53,39.02
BHM,2006-01-14 19:53,33.98
ANB,2006-01-14 19:53,35.96
HSV,2006-01-14 19:53,35.06
MSL,2006-01-14 19:53,35.96
OZR,2006-01-14 19:55,42.80
AUO,2006-01-14 19:55,37.40
MOB,2006-01-14 19:56,44.96
MDQ,2006-01-14 19:59,32.00
3A1,2006-01-14 20:00,32.00
ALX,2006-01-14 20:00,37.40
AUO,2006-01-14 20:15,37.40
MDQ,2006-01-14 20:19,30.20
3A1,2006-01-14 20:20,32.00
ALX,2006-01-14 20:20,37.40
AUO,2006-01-14 20:35,35.60
3A1,2006-01-14 20:40,30.20
TCL,2006-01-14 20:53,39.02
MGM,2006-01-14 20:53,37.04
DHN,2006-01-14 20:53,41.00
MSL,2006-01-14 20:53,35.96
HSV,2006-01-14 20:53,33.98
ANB,2006-01-14 20:53,33.08
BHM,2006-01-14 20:53,35.06
AUO,2006-01-14 20:55,35.60
MOB,2006-01-14 20:56,44.96
MDQ,2006-01-14 20:59,30.20
ALX,2006-01-14 21:00,37.40
3A1,2006-01-14 21:00,30.20
