station,valid,tmpf
MOB,2006-07-09 00:56,75.92
MDQ,2006-07-09 01:00,75.20
ALX,2006-07-09 01:00,68.00
3A1,2006-07-09 01:00,73.40
AUO,2006-07-09 01:15,71.60
ALX,2006-07-09 01:20,68.00
MDQ,2006-07-09 01:20,75.20
3A1,2006-07-09 01:20,73.40
AUO,2006-07-09 01:35,71.60
MDQ,2006-07-09 01:40,77.00
3A1,2006-07-09 01:40,73.40
ALX,2006-07-09 01:40,68.00
BHM,2006-07-09 01:53,78.08
DHN,2006-07-09 01:53,69.98
TCL,2006-07-09 01:53,71.06
ANB,2006-07-09 01:53,73.94
HSV,2006-07-09 01:53,75.92
MGM,2006-07-09 01:53,69.08
MSL,2006-07-09 01:53,71.96
OZR,2006-07-09 01:55,68.00
AUO,2006-07-09 01:55,71.60
MOB,2006-07-09 01:56,75.02
MDQ,2006-07-09 02:00,77.00
ALX,2006-07-09 02:00,68.00
3A1,2006-07-09 02:00,73.40
AUO,2006-07-09 02:15,71.60
MDQ,2006-07-09 02:20,77.00
3A1,2006-07-09 02:20,73.40
ALX,2006-07-09 02:20,68.00
AUO,2006-07-09 02:35,69.80
MDQ,2006-07-09 02:40,73.40
ALX,2006-07-09 02:40,64.40
3A1,2006-07-09 02:40,73.40
HSV,2006-07-09 02:53,73.94
BHM,2006-07-09 02:53,78.08
DHN,2006-07-09 02:53,69.08
MSL,2006-07-09 02:53,73.04
TCL,2006-07-09 02:53,73.04
ANB,2006-07-09 02:53,73.04
MGM,2006-07-09 02:53,69.98
OZR,2006-07-09 02:55,68.00
AUO,2006-07-09 02:55,71.60
MOB,2006-07-09 02:56,73.94
MDQ,2006-07-09 03:00,73.40
ALX,2006-07-09 03:00,68.00
3A1,2006-07-09 03:00,73.40
AUO,2006-07-09 03:15,69.80
3A1,2006-07-09 03:20,69.80
ALX,2006-07-09 03:20,68.00
MDQ,2006-07-09 03:20,75.20
AUO,2006-07-09 03:35,69.80
ALX,2006-07-09 03:40,68.00
3A1,2006-07-09 03:40,69.80
MGM,2006-07-09 03:53,69.98
DHN,2006-07-09 03:53,69.08
MSL,2006-07-09 03:53,71.96
BHM,2006-07-09 03:53,75.92
HSV,2006-07-09 03:53,75.02
TCL,2006-07-09 03:53,69.08
ANB,2006-07-09 03:53,71.06
AUO,2006-07-09 03:55,66.20
OZR,2006-07-09 03:55,68.00
MOB,2006-07-09 03:56,73.04
ALX,2006-07-09 04:00,68.00
3A1,2006-07-09 04:00,73.40
MDQ,2006-07-09 04:00,75.20
AUO,2006-07-09 04:15,68.00
ALX,2006-07-09 04:20,68.00
MDQ,2006-07-09 04:20,73.40
3A1,2006-07-09 04:20,73.40
AUO,2006-07-09 04:35,68.00
3A1,2006-07-09 04:40,73.40
ALX,2006-07-09 04:40,68.00
MSL,2006-07-09 04:53,71.06
MGM,2006-07-09 04:53,69.08
HSV,2006-07-09 04:53,73.94
ANB,2006-07-09 04:53,68.00
BHM,2006-07-09 04:53,75.92
DHN,2006-07-09 04:53,68.00
TCL,2006-07-09 04:53,69.98
OZR,2006-07-09 04:55,66.20
AUO,2006-07-09 04:55,68.00
MOB,2006-07-09 04:56,71.96
MDQ,2006-07-09 05:00,71.60
ALX,2006-07-09 05:00,68.00
3A1,2006-07-09 05:00,69.80
AUO,2006-07-09 05:15,69.80
3A1,2006-07-09 05:20,69.80
ALX,2006-07-09 05:20,64.40
MDQ,2006-07-09 05:20,73.40
AUO,2006-07-09 05:35,68.00
ALX,2006-07-09 05:40,68.00
3A1,2006-07-09 05:40,69.80
MDQ,2006-07-09 05:40,75.20
BHM,2006-07-09 05:53,75.92
TCL,2006-07-09 05:53,69.98
MGM,2006-07-09 05:53,68.00
HSV,2006-07-09 05:53,71.06
ANB,2006-07-09 05:53,69.08
MSL,2006-07-09 05:53,69.98
DHN,2006-07-09 05:53,69.08
AUO,2006-07-09 05:55,66.20
OZR,2006-07-09 05:55,68.00
MOB,2006-07-09 05:56,73.04
3A1,2006-07-09 06:00,69.80
MDQ,2006-07-09 06:00,75.20
ALX,2006-07-09 06:00,64.40
AUO,2006-07-09 06:15,68.00
ALX,2006-07-09 06:20,68.00
MDQ,2006-07-09 06:20,73.40
3A1,2006-07-09 06:20,69.80
AUO,2006-07-09 06:35,68.00
MDQ,2006-07-09 06:40,75.20
ALX,2006-07-09 06:40,68.00
3A1,2006-07-09 06:40,69.80
DHN,2006-07-09 06:53,69.98
MGM,2006-07-09 06:53,69.98
HSV,2006-07-09 06:53,73.04
ANB,2006-07-09 06:53,69.98
BHM,2006-07-09 06:53,75.92
MSL,2006-07-09 06:53,71.06
TCL,2006-07-09 06:53,73.04
OZR,2006-07-09 06:55,68.00
AUO,2006-07-09 06:55,68.00
MOB,2006-07-09 06:56,75.02
MDQ,2006-07-09 07:00,75.20
3A1,2006-07-09 07:00,69.80
ALX,2006-07-09 07:00,68.00
AUO,2006-07-09 07:15,68.00
3A1,2006-07-09 07:20,71.60
ALX,2006-07-09 07:20,69.80
MDQ,2006-07-09 07:20,75.20
AUO,2006-07-09 07:35,69.80
ALX,2006-07-09 07:40,71.60
MDQ,2006-07-09 07:40,77.00
3A1,2006-07-09 07:40,73.40
BHM,2006-07-09 07:53,78.08
HSV,2006-07-09 07:53,75.02
MSL,2006-07-09 07:53,75.92
ANB,2006-07-09 07:53,71.96
TCL,2006-07-09 07:53,78.08
DHN,2006-07-09 07:53,73.94
MGM,2006-07-09 07:53,75.02
AUO,2006-07-09 07:55,69.80
OZR,2006-07-09 07:55,75.20
MOB,2006-07-09 07:56,80.06
3A1,2006-07-09 08:00,73.40
ALX,2006-07-09 08:00,71.60
MDQ,2006-07-09 08:00,77.00
AUO,2006-07-09 08:15,71.60
3A1,2006-07-09 08:20,73.40
MDQ,2006-07-09 08:20,77.00
AUO,2006-07-09 08:35,73.40
ALX,2006-07-09 08:40,75.20
3A1,2006-07-09 08:40,75.20
MGM,2006-07-09 08:53,80.06
BHM,2006-07-09 08:53,80.06
ANB,2006-07-09 08:53,75.02
HSV,2006-07-09 08:53,77.00
DHN,2006-07-09 08:53,77.00
TCL,2006-07-09 08:53,80.96
MSL,2006-07-09 08:53,78.98
OZR,2006-07-09 08:55,78.80
AUO,2006-07-09 08:55,75.20
MOB,2006-07-09 08:56,84.02
3A1,2006-07-09 09:00,75.20
ALX,2006-07-09 09:00,77.00
MDQ,2006-07-09 09:00,78.80
AUO,2006-07-09 09:15,77.00
ALX,2006-07-09 09:20,77.00
MDQ,2006-07-09 09:20,78.80
3A1,2006-07-09 09:20,75.20
AUO,2006-07-09 09:35,78.80
ALX,2006-07-09 09:40,78.80
3A1,2006-07-09 09:40,77.00
BHM,2006-07-09 09:53,82.94
TCL,2006-07-09 09:53,82.94
DHN,2006-07-09 09:53,82.94
HSV,2006-07-09 09:53,80.06
MSL,2006-07-09 09:53,82.94
ANB,2006-07-09 09:53,80.06
MGM,2006-07-09 09:53,82.94
AUO,2006-07-09 09:55,78.80
OZR,2006-07-09 09:55,82.40
MOB,2006-07-09 09:56,87.08
ALX,2006-07-09 10:00,78.80
3A1,2006-07-09 10:00,77.00
MDQ,2006-07-09 10:00,82.40
AUO,2006-07-09 10:15,80.60
MDQ,2006-07-09 10:20,82.40
3A1,2006-07-09 10:20,78.80
ALX,2006-07-09 10:20,80.60
AUO,2006-07-09 10:35,80.60
MDQ,2006-07-09 10:40,82.40
3A1,2006-07-09 10:40,78.80
ALX,2006-07-09 10:40,80.60
BHM,2006-07-09 10:53,84.92
ANB,2006-07-09 10:53,84.02
HSV,2006-07-09 10:53,82.94
MGM,2006-07-09 10:53,84.02
TCL,2006-07-09 10:53,86.00
MSL,2006-07-09 10:53,84.02
DHN,2006-07-09 10:53,84.02
AUO,2006-07-09 10:55,82.40
OZR,2006-07-09 10:55,84.20
MOB,2006-07-09 10:56,87.98
ALX,2006-07-09 11:00,80.60
MDQ,2006-07-09 11:00,84.20
3A1,2006-07-09 11:00,78.80
AUO,2006-07-09 11:15,82.40
3A1,2006-07-09 11:20,78.80
AUO,2006-07-09 11:35,84.20
ALX,2006-07-09 11:40,86.00
3A1,2006-07-09 11:40,80.60
MDQ,2006-07-09 11:40,87.80
MSL,2006-07-09 11:53,87.98
HSV,2006-07-09 11:53,84.92
ANB,2006-07-09 11:53,86.00
BHM,2006-07-09 11:53,84.92
TCL,2006-07-09 11:53,87.08
DHN,2006-07-09 11:53,84.92
MGM,2006-07-09 11:53,87.98
OZR,2006-07-09 11:55,86.00
AUO,2006-07-09 11:55,84.20
MOB,2006-07-09 11:56,89.06
ALX,2006-07-09 12:00,82.40
MDQ,2006-07-09 12:00,87.80
3A1,2006-07-09 12:00,82.40
AUO,2006-07-09 12:15,86.00
3A1,2006-07-09 12:20,86.00
AUO,2006-07-09 12:35,86.00
ALX,2006-07-09 12:40,87.80
3A1,2006-07-09 12:40,82.40
MSL,2006-07-09 12:53,89.96
TCL,2006-07-09 12:53,91.94
DHN,2006-07-09 12:53,86.00
ANB,2006-07-09 12:53,87.98
HSV,2006-07-09 12:53,87.08
MGM,2006-07-09 12:53,87.08
BHM,2006-07-09 12:53,82.94
AUO,2006-07-09 12:55,86.00
OZR,2006-07-09 12:55,86.00
MOB,2006-07-09 12:56,89.96
3A1,2006-07-09 13:00,86.00
MDQ,2006-07-09 13:00,91.40
ALX,2006-07-09 13:00,77.00
AUO,2006-07-09 13:15,87.80
MDQ,2006-07-09 13:20,89.60
3A1,2006-07-09 13:20,80.60
ALX,2006-07-09 13:20,78.80
AUO,2006-07-09 13:35,87.80
ALX,2006-07-09 13:40,86.00
MDQ,2006-07-09 13:40,91.40
3A1,2006-07-09 13:40,78.80
MGM,2006-07-09 13:53,89.96
BHM,2006-07-09 13:53,87.98
DHN,2006-07-09 13:53,87.98
TCL,2006-07-09 13:53,87.98
ANB,2006-07-09 13:53,87.08
HSV,2006-07-09 13:53,73.94
MSL,2006-07-09 13:53,89.96
OZR,2006-07-09 13:55,87.80
AUO,2006-07-09 13:55,87.80
MOB,2006-07-09 13:56,89.06
ALX,2006-07-09 14:00,87.80
3A1,2006-07-09 14:00,77.00
AUO,2006-07-09 14:15,89.60
MDQ,2006-07-09 14:20,75.20
ALX,2006-07-09 14:20,87.80
3A1,2006-07-09 14:20,75.20
AUO,2006-07-09 14:35,87.80
MDQ,2006-07-09 14:40,78.80
BHM,2006-07-09 14:53,78.98
TCL,2006-07-09 14:53,78.98
MSL,2006-07-09 14:53,89.96
HSV,2006-07-09 14:53,82.94
DHN,2006-07-09 14:53,87.98
MGM,2006-07-09 14:53,91.04
ANB,2006-07-09 14:53,78.98
AUO,2006-07-09 14:55,87.80
OZR,2006-07-09 14:55,89.60
MOB,2006-07-09 14:56,91.04
3A1,2006-07-09 15:00,75.20
ALX,2006-07-09 15:00,87.80
MDQ,2006-07-09 15:00,84.20
AUO,2006-07-09 15:15,89.60
MDQ,2006-07-09 15:20,86.00
ALX,2006-07-09 15:20,87.80
3A1,2006-07-09 15:20,80.60
AUO,2006-07-09 15:35,89.60
MDQ,2006-07-09 15:40,87.80
3A1,2006-07-09 15:40,82.40
ALX,2006-07-09 15:40,86.00
MSL,2006-07-09 15:53,91.04
HSV,2006-07-09 15:53,86.00
DHN,2006-07-09 15:53,89.06
MGM,2006-07-09 15:53,91.94
ANB,2006-07-09 15:53,84.02
BHM,2006-07-09 15:53,77.00
TCL,2006-07-09 15:53,84.02
AUO,2006-07-09 15:55,89.60
OZR,2006-07-09 15:55,91.40
MOB,2006-07-09 15:56,89.96
MDQ,2006-07-09 16:00,87.80
ALX,2006-07-09 16:00,86.00
3A1,2006-07-09 16:00,82.40
AUO,2006-07-09 16:15,89.60
MDQ,2006-07-09 16:20,86.00
ALX,2006-07-09 16:20,87.80
3A1,2006-07-09 16:20,82.40
AUO,2006-07-09 16:35,87.80
ALX,2006-07-09 16:40,87.80
3A1,2006-07-09 16:40,82.40
MSL,2006-07-09 16:53,89.06
TCL,2006-07-09 16:53,87.08
BHM,2006-07-09 16:53,80.96
DHN,2006-07-09 16:53,87.98
MGM,2006-07-09 16:53,89.06
ANB,2006-07-09 16:53,82.04
HSV,2006-07-09 16:53,86.00
AUO,2006-07-09 16:55,86.00
OZR,2006-07-09 16:55,89.60
MOB,2006-07-09 16:56,89.06
MDQ,2006-07-09 17:00,87.80
3A1,2006-07-09 17:00,84.20
ALX,2006-07-09 17:00,87.80
ANB,2006-07-09 17:13,82.40
AUO,2006-07-09 17:15,87.80
MDQ,2006-07-09 17:20,87.80
ALX,2006-07-09 17:20,87.80
3A1,2006-07-09 17:20,86.00
ANB,2006-07-09 17:28,75.20
ANB,2006-07-09 17:32,75.20
AUO,2006-07-09 17:35,86.00
MDQ,2006-07-09 17:40,87.80
3A1,2006-07-09 17:40,86.00
ALX,2006-07-09 17:40,87.80
BHM,2006-07-09 17:53,84.02
DHN,2006-07-09 17:53,87.08
HSV,2006-07-09 17:53,86.00
MSL,2006-07-09 17:53,87.08
ANB,2006-07-09 17:53,73.04
MGM,2006-07-09 17:53,87.98
TCL,2006-07-09 17:53,87.98
AUO,2006-07-09 17:55,84.20
OZR,2006-07-09 17:55,89.60
MOB,2006-07-09 17:56,86.00
ALX,2006-07-09 18:00,87.80
MDQ,2006-07-09 18:00,87.80
3A1,2006-07-09 18:00,82.40
AUO,2006-07-09 18:15,84.20
ANB,2006-07-09 18:22,75.20
AUO,2006-07-09 18:35,82.40
MDQ,2006-07-09 18:40,87.80
ANB,2006-07-09 18:53,75.02
HSV,2006-07-09 18:53,82.94
MSL,2006-07-09 18:53,84.02
BHM,2006-07-09 18:53,86.00
TCL,2006-07-09 18:53,86.00
MGM,2006-07-09 18:53,86.00
DHN,2006-07-09 18:53,84.02
OZR,2006-07-09 18:55,87.80
AUO,2006-07-09 18:55,82.40
MOB,2006-07-09 18:56,84.02
MDQ,2006-07-09 19:00,87.80
ALX,2006-07-09 19:00,87.80
3A1,2006-07-09 19:00,78.80
AUO,2006-07-09 19:15,82.40
MDQ,2006-07-09 19:20,86.00
3A1,2006-07-09 19:20,78.80
ALX,2006-07-09 19:20,87.80
AUO,2006-07-09 19:35,80.60
MDQ,2006-07-09 19:40,84.20
3A1,2006-07-09 19:40,77.00
ALX,2006-07-09 19:40,86.00
HSV,2006-07-09 19:53,80.96
ANB,2006-07-09 19:53,73.94
MGM,2006-07-09 19:53,84.02
TCL,2006-07-09 19:53,82.94
MSL,2006-07-09 19:53,80.96
DHN,2006-07-09 19:53,80.06
BHM,2006-07-09 19:53,84.92
OZR,2006-07-09 19:55,84.20
MOB,2006-07-09 19:56,82.04
ALX,2006-07-09 20:00,80.60
3A1,2006-07-09 20:00,75.20
MDQ,2006-07-09 20:00,82.40
AUO,2006-07-09 20:15,80.60
MDQ,2006-07-09 20:20,80.60
3A1,2006-07-09 20:20,75.20
ALX,2006-07-09 20:20,78.80
AUO,2006-07-09 20:35,78.80
MDQ,2006-07-09 20:40,80.60
ALX,2006-07-09 20:40,78.80
3A1,2006-07-09 20:40,73.40
BHM,2006-07-09 20:53,82.04
ANB,2006-07-09 20:53,73.04
MSL,2006-07-09 20:53,75.92
HSV,2006-07-09 20:53,78.08
TCL,2006-07-09 20:53,80.96
MGM,2006-07-09 20:53,82.04
DHN,2006-07-09 20:53,78.98
OZR,2006-07-09 20:55,80.60
AUO,2006-07-09 20:55,80.60
MOB,2006-07-09 20:56,80.06
ALX,2006-07-09 21:00,78.80
MDQ,2006-07-09 21:00,78.80
3A1,2006-07-09 21:00,73.40
AUO,2006-07-09 21:15,75.20
3A1,2006-07-09 21:20,73.40
ALX,2006-07-09 21:20,77.00
MDQ,2006-07-09 21:20,78.80
AUO,2006-07-09 21:35,75.20
MSL,2006-07-09 21:53,75.92
MGM,2006-07-09 21:53,78.98
HSV,2006-07-09 21:53,75.02
TCL,2006-07-09 21:53,78.08
BHM,2006-07-09 21:53,80.06
DHN,2006-07-09 21:53,78.08
ANB,2006-07-09 21:53,71.06
OZR,2006-07-09 21:55,80.60
AUO,2006-07-09 21:55,75.20
MOB,2006-07-09 21:56,78.08
3A1,2006-07-09 22:00,69.80
MDQ,2006-07-09 22:00,73.40
ALX,2006-07-09 22:00,77.00
AUO,2006-07-09 22:15,73.40
MDQ,2006-07-09 22:20,73.40
ALX,2006-07-09 22:20,75.20
3A1,2006-07-09 22:20,69.80
AUO,2006-07-09 22:35,73.40
MDQ,2006-07-09 22:40,73.40
3A1,2006-07-09 22:40,69.80
ALX,2006-07-09 22:40,75.20
DHN,2006-07-09 22:53,78.08
MSL,2006-07-09 22:53,75.02
HSV,2006-07-09 22:53,75.02
MGM,2006-07-09 22:53,75.92
BHM,2006-07-09 22:53,77.00
ANB,2006-07-09 22:53,71.06
TCL,2006-07-09 22:53,75.02
OZR,2006-07-09 22:55,77.00
AUO,2006-07-09 22:55,73.40
MOB,2006-07-09 22:56,78.08
MDQ,2006-07-09 23:00,73.40
ALX,2006-07-09 23:00,75.20
3A1,2006-07-09 23:00,69.80
AUO,2006-07-09 23:15,75.20
MDQ,2006-07-09 23:20,71.60
3A1,2006-07-09 23:20,69.80
ALX,2006-07-09 23:20,75.20
AUO,2006-07-09 23:35,73.40
3A1,2006-07-09 23:40,69.80
ALX,2006-07-09 23:40,75.20
MDQ,2006-07-09 23:40,71.60
TCL,2006-07-09 23:53,78.08
ANB,2006-07-09 23:53,71.96
BHM,2006-07-09 23:53,75.02
HSV,2006-07-09 23:53,73.94
DHN,2006-07-09 23:53,75.92
MGM,2006-07-09 23:53,78.08
MSL,2006-07-09 23:53,71.96
OZR,2006-07-09 23:55,75.20
MOB,2006-07-09 23:56,75.02
MDQ,2006-07-10 00:00,71.60
3A1,2006-07-10 00:00,69.80
ALX,2006-07-10 00:00,73.40
AUO,2006-07-10 00:15,73.40
ALX,2006-07-10 00:20,71.60
MDQ,2006-07-10 00:20,69.80
3A1,2006-07-10 00:20,69.80
AUO,2006-07-10 00:35,73.40
MDQ,2006-07-10 00:40,69.80
ALX,2006-07-10 00:40,71.60
3A1,2006-07-10 00:40,69.80
ANB,2006-07-10 00:53,71.06
MGM,2006-07-10 00:53,77.00
TCL,2006-07-10 00:53,75.92
BHM,2006-07-10 00:53,73.94
HSV,2006-07-10 00:53,71.96
DHN,2006-07-10 00:53,77.00
MSL,2006-07-10 00:53,71.96
OZR,2006-07-10 00:55,73.40
AUO,2006-07-10 00:55,73.40
MOB,2006-07-10 00:56,75.02
MDQ,2006-07-10 01:00,69.80
ALX,2006-07-10 01:00,71.60
3A1,2006-07-10 01:00,68.00
AUO,2006-07-10 01:15,75.20
MDQ,2006-07-10 01:20,69.80
ALX,2006-07-10 01:20,71.60
3A1,2006-07-10 01:20,68.00
AUO,2006-07-10 01:35,73.40
MDQ,2006-07-10 01:40,71.60
MGM,2006-07-10 01:53,75.02
BHM,2006-07-10 01:53,75.02
ANB,2006-07-10 01:53,71.06
MSL,2006-07-10 01:53,71.96
DHN,2006-07-10 01:53,73.94
TCL,2006-07-10 01:53,73.94
HSV,2006-07-10 01:53,71.06
OZR,2006-07-10 01:55,71.60
AUO,2006-07-10 01:55,73.40
MOB,2006-07-10 01:56,73.04
ALX,2006-07-10 02:00,71.60
MDQ,2006-07-10 02:00,71.60
3A1,2006-07-10 02:00,69.80
ALX,2006-07-10 02:20,71.60
MDQ,2006-07-10 02:20,69.80
3A1,2006-07-10 02:20,68.00
ALX,2006-07-10 02:40,69.80
3A1,2006-07-10 02:40,69.80
MGM,2006-07-10 02:53,75.02
DHN,2006-07-10 02:53,73.94
BHM,2006-07-10 02:53,77.00
HSV,2006-07-10 02:53,71.96
ANB,2006-07-10 02:53,69.98
TCL,2006-07-10 02:53,73.94
MSL,2006-07-10 02:53,71.96
OZR,2006-07-10 02:55,71.60
AUO,2006-07-10 02:55,73.40
MOB,2006-07-10 02:56,73.04
ALX,2006-07-10 03:00,71.60
MDQ,2006-07-10 03:00,69.80
3A1,2006-07-10 03:00,69.80
AUO,2006-07-10 03:15,73.40
3A1,2006-07-10 03:20,69.80
ALX,2006-07-10 03:20,69.80
MDQ,2006-07-10 03:20,69.80
AUO,2006-07-10 03:35,73.40
ALX,2006-07-10 03:40,69.80
3A1,2006-07-10 03:40,69.80
MSL,2006-07-10 03:53,71.96
DHN,2006-07-10 03:53,73.04
TCL,2006-07-10 03:53,73.94
HSV,2006-07-10 03:53,71.96
ANB,2006-07-10 03:53,69.98
BHM,2006-07-10 03:53,78.08
MGM,2006-07-10 03:53,71.96
OZR,2006-07-10 03:55,71.60
AUO,2006-07-10 03:55,71.60
MOB,2006-07-10 03:56,71.96
ALX,2006-07-10 04:00,68.00
3A1,2006-07-10 04:00,69.80
MDQ,2006-07-10 04:00,69.80
AUO,2006-07-10 04:15,71.60
ALX,2006-07-10 04:20,68.00
3A1,2006-07-10 04:20,69.80
AUO,2006-07-10 04:35,69.80
3A1,2006-07-10 04:40,69.80
ALX,2006-07-10 04:40,68.00
MDQ,2006-07-10 04:40,71.60
ANB,2006-07-10 04:53,71.06
HSV,2006-07-10 04:53,73.04
MSL,2006-07-10 04:53,73.04
DHN,2006-07-10 04:53,75.02
BHM,2006-07-10 04:53,78.08
MGM,2006-07-10 04:53,71.06
TCL,2006-07-10 04:53,71.96
AUO,2006-07-10 04:55,71.60
OZR,2006-07-10 04:55,69.80
MOB,2006-07-10 04:56,71.06
3A1,2006-07-10 05:00,69.80
ALX,2006-07-10 05:00,69.80
MDQ,2006-07-10 05:00,71.60
AUO,2006-07-10 05:15,71.60
3A1,2006-07-10 05:20,69.80
AUO,2006-07-10 05:35,71.60
MDQ,2006-07-10 05:40,73.40
ALX,2006-07-10 05:40,68.00
BHM,2006-07-10 05:53,77.00
HSV,2006-07-10 05:53,73.04
MGM,2006-07-10 05:53,69.98
DHN,2006-07-10 05:53,71.06
TCL,2006-07-10 05:53,71.96
MSL,2006-07-10 05:53,73.94
ANB,2006-07-10 05:53,69.08
AUO,2006-07-10 05:55,71.60
OZR,2006-07-10 05:55,69.80
MOB,2006-07-10 05:56,71.96
ALX,2006-07-10 06:00,68.00
3A1,2006-07-10 06:00,69.80
MDQ,2006-07-10 06:00,73.40
AUO,2006-07-10 06:15,71.60
3A1,2006-07-10 06:20,69.80
MDQ,2006-07-10 06:20,73.40
AUO,2006-07-10 06:35,73.40
ALX,2006-07-10 06:40,68.00
3A1,2006-07-10 06:40,69.80
MDQ,2006-07-10 06:40,73.40
MGM,2006-07-10 06:53,73.04
BHM,2006-07-10 06:53,77.00
HSV,2006-07-10 06:53,73.94
ANB,2006-07-10 06:53,71.06
DHN,2006-07-10 06:53,75.02
TCL,2006-07-10 06:53,73.04
MSL,2006-07-10 06:53,75.92
AUO,2006-07-10 06:55,73.40
MOB,2006-07-10 06:56,73.94
ALX,2006-07-10 07:00,69.80
MDQ,2006-07-10 07:00,73.40
3A1,2006-07-10 07:00,69.80
AUO,2006-07-10 07:15,75.20
3A1,2006-07-10 07:20,69.80
MDQ,2006-07-10 07:20,75.20
ALX,2006-07-10 07:20,71.60
AUO,2006-07-10 07:35,77.00
3A1,2006-07-10 07:40,73.40
ALX,2006-07-10 07:40,71.60
TCL,2006-07-10 07:53,75.02
MSL,2006-07-10 07:53,78.08
BHM,2006-07-10 07:53,77.00
ANB,2006-07-10 07:53,73.04
DHN,2006-07-10 07:53,78.98
MGM,2006-07-10 07:53,77.00
HSV,2006-07-10 07:53,75.02
AUO,2006-07-10 07:55,77.00
OZR,2006-07-10 07:55,78.80
MOB,2006-07-10 07:56,80.06
3A1,2006-07-10 08:00,73.40
MDQ,2006-07-10 08:00,78.80
ALX,2006-07-10 08:00,71.60
AUO,2006-07-10 08:15,77.00
ALX,2006-07-10 08:20,73.40
MDQ,2006-07-10 08:20,78.80
3A1,2006-07-10 08:20,73.40
AUO,2006-07-10 08:35,78.80
ALX,2006-07-10 08:40,77.00
3A1,2006-07-10 08:40,73.40
BHM,2006-07-10 08:53,73.94
HSV,2006-07-10 08:53,75.92
MSL,2006-07-10 08:53,78.98
TCL,2006-07-10 08:53,80.06
MGM,2006-07-10 08:53,78.98
DHN,2006-07-10 08:53,82.94
ANB,2006-07-10 08:53,75.02
AUO,2006-07-10 08:55,78.80
OZR,2006-07-10 08:55,82.40
MOB,2006-07-10 08:56,84.02
ALX,2006-07-10 09:00,78.80
3A1,2006-07-10 09:00,73.40
MDQ,2006-07-10 09:00,78.80
AUO,2006-07-10 09:15,78.80
MDQ,2006-07-10 09:20,80.60
ALX,2006-07-10 09:20,78.80
3A1,2006-07-10 09:20,75.20
AUO,2006-07-10 09:35,80.60
3A1,2006-07-10 09:40,77.00
ALX,2006-07-10 09:40,80.60
BHM,2006-07-10 09:53,73.04
TCL,2006-07-10 09:53,82.94
DHN,2006-07-10 09:53,86.00
HSV,2006-07-10 09:53,77.00
MGM,2006-07-10 09:53,82.94
MSL,2006-07-10 09:53,82.94
ANB,2006-07-10 09:53,78.98
AUO,2006-07-10 09:55,82.40
OZR,2006-07-10 09:55,86.00
MOB,2006-07-10 09:56,87.08
MDQ,2006-07-10 10:00,80.60
ALX,2006-07-10 10:00,80.60
3A1,2006-07-10 10:00,77.00
AUO,2006-07-10 10:15,82.40
ALX,2006-07-10 10:20,80.60
MDQ,2006-07-10 10:20,82.40
AUO,2006-07-10 10:35,84.20
ALX,2006-07-10 10:40,86.00
MDQ,2006-07-10 10:40,84.20
3A1,2006-07-10 10:40,78.80
DHN,2006-07-10 10:53,87.08
ANB,2006-07-10 10:53,80.06
MGM,2006-07-10 10:53,87.08
MSL,2006-07-10 10:53,84.92
BHM,2006-07-10 10:53,78.98
TCL,2006-07-10 10:53,87.08
HSV,2006-07-10 10:53,80.96
AUO,2006-07-10 10:55,84.20
OZR,2006-07-10 10:55,87.80
MOB,2006-07-10 10:56,87.98
MDQ,2006-07-10 11:00,86.00
ALX,2006-07-10 11:00,87.80
3A1,2006-07-10 11:00,78.80
AUO,2006-07-10 11:15,87.80
MDQ,2006-07-10 11:20,86.00
3A1,2006-07-10 11:20,82.40
ALX,2006-07-10 11:20,87.80
AUO,2006-07-10 11:35,87.80
MGM,2006-07-10 11:53,89.06
MSL,2006-07-10 11:53,86.00
ANB,2006-07-10 11:53,80.06
TCL,2006-07-10 11:53,89.96
BHM,2006-07-10 11:53,84.02
DHN,2006-07-10 11:53,89.06
HSV,2006-07-10 11:53,82.94
AUO,2006-07-10 11:55,87.80
OZR,2006-07-10 11:55,89.60
MOB,2006-07-10 11:56,89.06
3A1,2006-07-10 12:00,86.00
ALX,2006-07-10 12:00,87.80
MDQ,2006-07-10 12:00,86.00
AUO,2006-07-10 12:15,87.80
MDQ,2006-07-10 12:20,87.80
3A1,2006-07-10 12:20,86.00
ALX,2006-07-10 12:20,87.80
AUO,2006-07-10 12:35,89.60
MDQ,2006-07-10 12:40,87.80
ALX,2006-07-10 12:40,87.80
3A1,2006-07-10 12:40,86.00
MSL,2006-07-10 12:53,89.96
TCL,2006-07-10 12:53,89.96
MGM,2006-07-10 12:53,91.04
ANB,2006-07-10 12:53,80.96
DHN,2006-07-10 12:53,89.96
BHM,2006-07-10 12:53,86.00
HSV,2006-07-10 12:53,84.92
OZR,2006-07-10 12:55,93.20
AUO,2006-07-10 12:55,91.40
MOB,2006-07-10 12:56,89.96
MDQ,2006-07-10 13:00,87.80
3A1,2006-07-10 13:00,86.00
ALX,2006-07-10 13:00,89.60
AUO,2006-07-10 13:15,89.60
3A1,2006-07-10 13:20,86.00
ALX,2006-07-10 13:20,87.80
MDQ,2006-07-10 13:20,87.80
AUO,2006-07-10 13:35,89.60
MDQ,2006-07-10 13:40,89.60
ALX,2006-07-10 13:40,89.60
TCL,2006-07-10 13:53,93.02
BHM,2006-07-10 13:53,89.06
DHN,2006-07-10 13:53,91.04
